LFQ intensity 1	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 2	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	LFQ intensity 25	LFQ intensity 26	LFQ intensity 27	LFQ intensity 28	LFQ intensity 29	LFQ intensity 3	LFQ intensity 30	LFQ intensity 31	LFQ intensity 32	LFQ intensity 33	LFQ intensity 34	LFQ intensity 35	LFQ intensity 36	LFQ intensity 37	LFQ intensity 38	LFQ intensity 39	LFQ intensity 4	LFQ intensity 40	LFQ intensity 41	LFQ intensity 42	LFQ intensity 43	LFQ intensity 44	LFQ intensity 45	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	N: N: Peptides	N: N: Razor + unique peptides	N: N: Unique peptides	N: N: Sequence coverage [%]	N: N: Unique + razor sequence coverage [%]	N: N: Unique sequence coverage [%]	N: N: Mol, weight [kDa]	N: N: Q-value	N: N: Score	N: N: Intensity	N: N: MS/MS count	T: T: Protein IDs	T: T: Majority protein IDs	T: T: Protein names	T: T: Gene names
23,7084	22,0815	22,6385	22,3341	21,7353	22,5545	22,7109	22,6438	23,3855	22,9153	22,6872	22,6801	23,0261	21,3485	22,7803	22,1995	22,8183	21,706	22,6275	23,3319	22,5481	22,2435	22,7154	21,937	22,2422	22,4817	22,8361	22,4218	23,599	21,9783	22,6471	23,355	23,5915	21,746	21,8544	22,9898	21,4111	23,0846	23,2496	24,5757	21,5775	21,6913	20,7364	21,7486	23,1957	2	2	2	97	97	97	33829	49068	96311	37884000	21	P53609-2;P53609	P53609-2;P53609	Geranylgeranyl transferase type-1 subunit beta	PGGT1B
28,8676	28,9503	28,9044	29,1156	29,0539	29,0382	28,9661	29,0464	29,0523	29,1122	29,1405	29,0848	29,2256	28,9903	28,9783	28,9106	29,0104	28,8351	28,8631	28,8805	28,8815	28,943	28,9517	28,7781	28,6321	28,6904	28,7321	28,7301	28,7948	28,6843	29,0381	28,7909	28,5915	28,8147	28,8054	28,6642	28,4022	28,2816	28,4107	28,1157	29,1047	29,1094	29,2068	29,0828	28,9711	33	33	33	476	476	476	10714	0	32331	37105000000	1032	P53618	P53618	Coatomer subunit beta	COPB1
29,6199	29,8984	29,6772	29,7645	29,6327	29,6919	29,6594	29,7541	29,8018	29,7217	29,7464	29,478	29,8627	29,5442	29,6285	29,7665	29,7011	29,7371	29,7111	29,6165	29,7677	29,553	29,3448	29,6781	29,623	29,6045	29,5814	29,742	29,6992	29,6323	29,8034	29,6246	29,7621	29,471	29,716	29,5914	29,519	29,367	29,3174	29,7083	29,6467	29,5694	29,5835	29,8287	29,8507	46	46	46	481	481	481	13834	0	32331	59540000000	1777	P53621;P53621-2	P53621;P53621-2	Coatomer subunit alpha;Xenin;Proxenin	COPA
22,6127	21,8436	22,9854	22,6735	22,4431	21,2589	23,0258	21,9663	23,5519	22,8781	22,3923	21,9928	22,9823	21,7918	21,4154	22,0312	22,0346	20,6952	22,1931	20,9473	21,4546	24,6087	22,8102	21,6398	22,0547	22,1496	24,0354	22,0012	23,0955	22,9729	22,722	25,1455	23,2929	21,7691	20,9713	21,8192	22,2287	22,0026	23,268	24,9227	23,5605	20,9617	22,675	20,9822	21,0446	2	2	2	41	41	41	51853	16943	27522	431740000	27	P53634;P53634-2;P53634-3	P53634;P53634-2;P53634-3	Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain	CTSC
26,518	26,5806	23,3893	26,2502	26,2534	26,0804	26,4451	26,1619	26,5262	26,4766	26,5037	26,7912	26,3101	26,7929	26,5381	26,9361	26,271	26,9829	26,9053	26,6619	27,1266	26,7235	26,5331	26,8446	27,0359	26,8889	27,3202	26,9517	27,2445	27,1685	26,922	27,0209	27,11	26,6225	26,9303	27,1233	26,9569	26,9313	27,107	27,2115	26,7459	26,2513	22,7018	26,3613	26,4944	5	5	5	359	359	359	17018	0	40997	7288400000	184	P53680;P53680-2	P53680;P53680-2	AP-2 complex subunit sigma	AP2S1
23,7711	24,1719	23,8256	24,2975	23,8462	24,0964	23,8038	24,0662	23,7803	24,418	24,0319	23,9908	24,253	24,0003	24,0129	24,1196	23,85	23,8027	23,7463	22,4594	22,1861	23,4566	24,1575	23,8104	23,7017	23,6323	23,8342	24,0792	23,8436	23,8782	24,031	23,9868	23,7457	24,0116	23,891	23,8292	23,4013	23,4836	24,1978	23,8455	24,4047	23,8622	24,3712	24,5446	24,5446	6	6	6	243	243	243	30601	60938	18613	1162300000	107	P53701	P53701	Cytochrome c-type heme lyase	HCCS
22,3923	22,445	21,6948	23,0331	22,4385	21,6826	23,4341	22,412	23,5938	22,506	22,6743	21,7763	21,862	21,399	24,3938	22,3659	24,1807	21,5176	23,9853	24,0754	24,2366	24,2249	22,6303	23,9562	23,9626	23,8492	22,7548	23,2963	22,908	21,932	23,0939	22,0129	22,3357	22,181	23,1242	23,5824	21,5353	21,5513	21,4015	24,5351	23,9992	21,7315	22,5012	21,6188	21,7094	2	2	2	5	5	5	79663	0	24123	533170000	31	P53794	P53794	Sodium/myo-inositol cotransporter	SLC5A3
22,3683	22,6118	22,6941	22,8419	22,9311	22,2455	21,1079	22,0077	21,9785	21,9265	22,0589	22,1177	22,62	23,0901	23,2692	22,079	21,7522	22,1472	21,8255	21,7983	23,8357	23,0757	23,7143	22,2374	22,1486	22,5503	24,7168	22,1846	23,399	23,4209	22,9236	23,139	22,273	22,1652	21,6055	22,3507	23,126	23,1194	22,5816	24,3286	22,4392	21,052	22,6615	22,3703	23,1327	1	1	1	10	10	10	20324	38081	42165	741340000	85	P53801	P53801	Pituitary tumor-transforming gene 1 protein-interacting protein	PTTG1IP
22,1289	22,7455	22,0411	22,4597	21,8847	22,2747	21,442	21,7435	21,989	24,1566	22,75	23,7425	24,8125	22,4311	21,5294	22,8983	21,6524	22,4187	22,8423	22,0129	21,854	22,6757	23,3498	21,8228	21,3263	22,9426	22,929	22,9074	22,3152	22,3079	21,0203	21,7556	22,4769	22,2764	22,6486	22,1073	21,9594	23,8826	23,5161	24,585	22,079	21,6858	22,815	23,7619	22,1544	2	2	2	58	58	58	53944	38986	4547	266230000	24	P53985;P53985-2	P53985;P53985-2	Monocarboxylate transporter 1	SLC16A1
24,2559	24,7602	24,1831	21,743	24,7774	24,7005	24,506	24,3724	24,7083	21,5802	22,5811	24,9874	25,0394	21,3635	22,6291	24,1094	24,7316	24,8984	24,7894	24,2652	22,9541	24,285	24,2118	24,6383	22,462	21,3851	24,7473	22,6037	21,991	24,7369	25,4421	24,6594	24,6829	24,4041	25,3498	25,4371	21,486	23,4061	22,8319	23,9651	21,6939	21,209	24,796	24,9103	24,5799	8	8	8	331	331	331	36622	0	64436	1305800000	80	P53990-2;P53990;P53990-4;P53990-3;P53990-5;P53990-6	P53990-2;P53990;P53990-4;P53990-3;P53990-5	IST1 homolog	IST1
25,066	25,5869	21,8473	25,2806	25,0121	25,384	25,4108	25,1921	25,5871	25,6917	25,3321	25,0129	25,3986	25,2642	25,0931	25,2834	25,3899	25,4966	25,4242	25,6143	25,2888	25,2239	25,2234	25,1651	25,1926	25,1015	25,2846	25,2558	25,5598	25,19	24,8091	25,2959	25,3332	21,2568	25,0227	25,2758	25,2317	25,0933	25,5182	24,2861	24,7781	22,7379	24,8995	25,7553	25,5361	19	17	17	227	207	207	11832	0	64298	2772000000	157	P53992;P53992-2	P53992	Protein transport protein Sec24C	SEC24C
22,8011	22,1564	24,654	22,0503	22,0858	21,9072	22,5843	20,8951	22,0981	21,3206	23,3421	23,4258	21,7933	23,0202	22,6633	22,8401	24,8837	21,7485	22,7759	22,9767	23,2171	22,4997	24,972	21,1054	21,657	22,092	23,7568	23,2257	22,7816	22,4701	21,4211	22,2133	22,3193	21,3348	23,3009	21,6766	21,6003	23	23,2409	24,1995	21,9955	21,4533	21,7603	22,568	22,1811	3	3	3	268	268	268	14395	10862	3526	428890000	22	P53999	P53999	Activated RNA polymerase II transcriptional coactivator p15	SUB1
22,3349	22,8167	22,9456	23,2904	23,7292	22,7073	22,759	23,7201	22,7063	22,7803	22,3143	23,7779	23,7039	21,7551	23,0805	21,402	23,6168	23,3621	22,5179	23,4628	22,2409	22,7955	22,7673	23,7143	23,6967	22,246	22,6662	23,6819	23,6619	23,2161	23,9952	23,8948	23,9633	21,244	22,5165	22,5266	22,827	23,9233	24,2084	24,0446	23,412	24,1739	23,5832	22,6357	21,7103	2	2	2	186	186	186	26215	0	20948	523090000	55	P54105	P54105	Methylosome subunit pICln	CLNS1A
28,1451	28,4523	28,3269	28,4482	28,2705	28,3063	28,3331	28,3394	28,4372	28,3825	28,33	28,2581	28,4606	28,2694	28,2861	28,2697	28,2226	28,2818	28,2601	28,3975	28,31	28,2239	28,1674	28,1439	28,2037	28,3236	28,3406	28,241	28,2792	28,2707	28,3972	28,4205	28,4414	28,175	28,3902	28,4073	28,1091	28,1887	28,3076	28,8771	28,2254	28,1781	28,3285	28,3895	28,481	27	27	27	432	432	432	75378	0	11353	22817000000	781	P54136;P54136-2	P54136;P54136-2	Arginine--tRNA ligase, cytoplasmic	RARS
22,2018	22,3767	22,5781	22,522	21,2093	22,8851	21,7036	22,2734	22,53	22,9163	22,2215	23,057	22,2415	21,5725	23,0266	23,1012	22,2679	20,9879	22,5676	21,8284	23,4956	23,5706	22,7899	22,1857	22,5699	22,1265	22,6817	22,5065	23,215	22,2537	23,0586	23,2326	22,3043	22,8894	22,1821	21,4099	22,3849	23,1383	23,6056	23,6878	22,7818	21,4211	22,2391	21,3557	21,4824	2	2	2	92	92	92	39638	43422	67376	334790000	41	P54252-4;P54252;P54252-1;P54252-5;P54252-3	P54252-4;P54252;P54252-1;P54252-5;P54252-3	Ataxin-3	ATXN3
22,0808	23,3678	23,2266	23,4237	21,5718	22,3393	22,1004	22,2489	21,8705	22,5397	23,0508	22,5515	22,9932	21,2893	22,5045	22,7478	22,025	23,5424	22,2568	22,9713	22,3907	22,3235	23,4752	23,0453	22,8691	22,3002	23,6051	22,9145	23,3439	22,1255	23,066	23,1974	23,1306	22,4014	23,4259	23,1386	23,1418	23,0174	21,953	25,2469	21,941	23,0767	22,5819	21,9006	23,0536	8	8	8	93	93	93	12189	5291	12057	208700000	31	P54289-4;P54289-5;P54289;P54289-3;P54289-2;Q9NY47-4;Q9NY47-2;Q9NY47-3;Q9NY47;Q9NY47-5	P54289-4;P54289-5;P54289;P54289-3;P54289-2	Voltage-dependent calcium channel subunit alpha-2/delta-1;Voltage-dependent calcium channel subunit alpha-2-1;Voltage-dependent calcium channel subunit delta-1	CACNA2D1
27,431	27,6151	27,5009	27,7646	27,4293	27,5105	27,4737	27,6633	27,6346	27,5922	27,7233	27,3847	27,419	26,9269	26,9797	27,0271	26,7724	27,0098	27,1391	26,7954	26,9754	26,9382	27,4387	26,9928	26,8496	26,9858	26,7977	27,0459	27,0171	27,0512	27,2212	27,2636	27,1025	27,4321	27,2414	27,2396	27,5881	27,371	27,517	27,6512	27,4067	27,5032	27,5782	27,7323	27,7833	17	17	17	403	403	403	59143	0	1228	11767000000	519	P54577	P54577	Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed	YARS
26,9066	26,5932	22,3465	26,6744	26,569	26,3024	26,3991	26,4989	26,467	26,3782	26,4923	26,4611	26,3434	26,2174	26,1731	26,2884	26,2136	26,2403	26,3795	25,8919	26,146	26,0572	26,522	26,2211	25,9102	26,0471	26,4497	26,1453	26,0937	26,2021	26,4062	26,2347	26,1157	26,4619	26,1174	25,8511	25,843	26,4547	26,062	26,4076	26,3345	26,4681	26,4407	26,5245	26,7204	12	12	12	346	346	346	52385	0	12917	5942500000	225	P54578-2;P54578-3;P54578	P54578-2;P54578-3;P54578	Ubiquitin carboxyl-terminal hydrolase 14	USP14
23,1735	24,2266	24,2609	23,9188	23,72	23,5112	23,5671	21,925	24,1784	24,0163	22,1914	22,7542	24,3793	21,1687	22,3786	21,6691	22,7055	23,0509	22,3764	20,9939	21,3313	22,5282	22,4087	22,7657	22,3035	23,2477	22,0419	23,5105	22,2486	24,1386	23,8623	22,1326	24,6352	24,056	24,0568	22,9219	23,5779	21,9005	24,1807	24,4452	23,5254	23,6929	23,6333	23,9761	24,6668	3	3	3	9	9	9	34083	39588	47741	694820000	60	P54619-2;P54619;P54619-3;Q9UGJ0-2;Q9UGJ0-3;Q9UGJ0	P54619-2;P54619;P54619-3	5-AMP-activated protein kinase subunit gamma-1	PRKAG1
21,5438	21,3864	22,8485	22,5717	22,8027	21,8596	23,996	22,4468	21,2376	23,1478	22,4741	22,2344	23,2621	24,0344	22,3422	22,388	22,1801	22,0109	22,7008	21,7495	22,9246	23,7695	23,921	22,2126	22,86	23,7724	23,6958	22,1372	23,3774	24,2059	21,7465	23,7401	21,6811	23,8572	22,5378	21,934	22,5466	22,8603	22,9357	24,3783	24,0851	22,9504	22,4751	24,133	21,7969	12	5	5	203	99	99	7002	42644	61812	682750000	34	P54652	P54652	Heat shock-related 70 kDa protein 2	HSPA2
22,5396	22,1496	23,2586	22,6328	23,3826	22,0058	21,1007	22,2541	23,2695	21,3025	23,2787	22,7189	24,0038	21,9687	22,3721	22,67	21,9999	22,954	23,3263	22,0487	21,8414	22,2875	22,2313	23,3403	22,1368	22,129	22,1751	22,2073	22,4463	21,7732	22,3275	22,0483	22,829	23,6648	22,2638	22,2234	22,2918	22,2942	21,9504	25,0008	21,1788	21,8709	20,6754	21,7485	24,3512	3	3	3	99	99	99	42837	0	22162	300610000	19	P54687-4;P54687;P54687-5;P54687-2;P54687-3	P54687-4;P54687;P54687-5;P54687-2;P54687-3	Branched-chain-amino-acid aminotransferase, cytosolic	BCAT1
24,3318	21,8693	21,0473	22,4652	22,9774	23,2906	24,7672	24,6759	24,2599	23,2287	24,304	24,637	22,6331	25,3111	25,7107	25,3825	25,437	21,2443	25,5078	25,022	25,095	22,1291	24,3936	21,9247	25,1035	25,3561	25,1193	22,3953	25,0888	24,8517	25,0211	24,8561	24,5466	21,9556	25,0566	25,4023	24,9806	24,5434	24,9398	24,4675	22,8062	24,864	22,7571	24,5476	24,5063	8	8	8	297	297	297	31512	0	35025	1897800000	91	P54709;P54709-2	P54709;P54709-2	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3
20,8979	22,6516	22,8839	23,2735	24,3106	22,522	24,1772	22,7859	22,4779	21,4826	23,7594	23,6909	21,8102	22,562	22,7479	23,1847	21,6538	22,0295	21,6598	22,3041	22,6317	23,0072	24,2942	23,0127	21,7411	21,4896	23,4064	22,9397	22,6906	22,8328	22,8341	22,9408	23,5976	21,1568	22,0692	22,4934	22,5286	23,0594	23,0985	25,5066	21,2764	22,2541	23,6257	22,0005	22,6402	6	4	4	296	249	249	39538	45809	78639	808950000	55	P54725-3;P54725-2;P54725	P54725-3;P54725-2;P54725	UV excision repair protein RAD23 homolog A	RAD23A
28,7089	28,1468	28,2081	27,03	29,089	28,207	27,5143	27,8974	27,5836	27,6669	28,2611	28,2698	28,0555	27,2835	28,348	26,9317	28,0962	27,3699	26,4578	27,5224	27,1036	27,6616	28,7475	27,8481	27,8289	27,5403	27,2543	28,215	27,3683	28,1591	27,7529	27,8764	26,9555	28,158	27,3619	27,6283	27,2392	27,7186	27,6865	27,8564	28,2498	28,4282	28,3188	27,435	27,2822	11	11	9	435	435	394	43171	0	21407	16909000000	461	P54727;P54727-2	P54727;P54727-2	UV excision repair protein RAD23 homolog B	RAD23B
26,4834	22,3115	23,4268	26,4508	24,0548	22,898	20,8896	21,8054	26,4574	26,5258	23,5789	26,2321	22,5495	22,2076	20,9745	22,4536	21,1917	21,2383	22,1207	23,1701	22,5963	23,0173	21,7458	22,5738	22,0421	22,933	23,3494	21,4726	22,5527	22,2012	21,6144	22,5156	22,3676	26,2557	23,344	21,6599	21,428	23,0482	22,3866	24,3673	22,0534	22,5576	21,8416	22,1803	26,5986	5	5	2	74	74	28	11033	48239	91503	2012400000	18	P54753;P54762-5;P54762;P54764-2;P54764;Q9UF33;Q9UF33-2;Q9UF33-3;P29323-2;P29323-3;Q15375-2;Q15375-4;Q15375;P29323	P54753;P54762-5;P54762	Ephrin type-B receptor 3;Ephrin type-B receptor 1	EPHB3;EPHB1
25,5292	25,736	25,6385	25,8604	25,9424	25,7343	25,2917	25,3928	25,7168	25,6232	25,5238	25,5455	26,0029	25,7265	25,7991	25,82	25,7497	25,6602	25,551	25,3883	25,5369	25,4726	25,6351	25,7653	25,398	24,8791	25,9684	25,6963	25,6022	25,5303	26,0846	25,8641	25,7886	25,6291	25,7339	25,7839	25,3113	25,2776	24,9301	24,6741	26,1965	25,6215	25,7413	25,5323	25,8152	13	13	13	266	266	266	82265	0	57198	3747800000	224	P54802	P54802	Alpha-N-acetylglucosaminidase;Alpha-N-acetylglucosaminidase 82 kDa form;Alpha-N-acetylglucosaminidase 77 kDa form	NAGLU
23,5977	22,078	24,6285	22,9172	24,5592	21,945	22,6491	22,324	23,1096	21,2604	21,6046	21,9616	23,3459	22,3225	24,3788	22,3304	22,6582	20,8766	21,9126	21,9856	22,8719	21,3393	22,4077	22,7735	22,6335	21,5562	22,4692	24,5308	23,6581	24,4039	20,7604	21,432	21,7799	22,2495	22,2327	21,7691	22,6957	22,9163	21,221	25,6879	23,4219	21,8806	22,2707	22,0881	22,7919	4	4	4	246	246	246	24648	42052	58819	581020000	31	P54819-5;P54819-2;P54819;P54819-6;P54819-3;P54819-4	P54819-5;P54819-2;P54819;P54819-6;P54819-3;P54819-4	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	AK2
26,9753	27,0844	26,7552	27,2856	27,204	27,259	26,4675	27,1563	27,3537	27,2947	27,2369	27,1542	27,413	26,7365	26,6436	26,7661	26,6164	26,9455	26,4446	26,5802	26,5651	26,4393	26,9152	26,7935	26,5641	26,6534	26,9309	27,2056	26,9479	26,6846	26,9403	27,1135	27,2385	27,1846	27,1866	26,7433	27,2354	27,0892	27,198	27,1676	27,0319	27,1946	26,8353	27,0707	27,2318	19	19	19	248	248	248	87088	0	1007	9189200000	503	P54886-2;P54886	P54886-2;P54886	Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase	ALDH18A1
26,0102	26,1787	26,237	26,0805	25,8099	25,9013	26,0867	26,0244	25,9526	25,818	25,9985	25,8979	25,7982	26,2089	26,0064	26,3599	26,1299	26,0175	26,1592	26,3168	26,171	25,8208	25,9614	26,2583	26,1583	26,1138	26,2037	26,3844	26,3585	26,2972	25,8591	25,9801	25,9912	26,0662	26,2002	26,458	26,6847	26,1445	25,6828	25,1779	25,4838	25,727	25,8681	26,194	26,1488	12	12	12	505	505	505	33232	0	72649	4905800000	183	P54920;Q9H115-3;Q9H115-2;Q9H115	P54920	Alpha-soluble NSF attachment protein	NAPA
25,8326	25,0802	25,0801	25,0714	25,3941	25,2795	25,1366	25,2088	25,0862	25,2557	25,1739	25,796	25,4754	24,9173	25,1099	24,8151	25,1365	25,1833	24,7324	25,2954	25,2197	25,1592	25,4869	25,1931	25,4398	24,8764	25,2574	25,1974	25,1111	21,949	25,1898	25,2035	25,2406	25,22	25,2145	25,5649	25,0292	25,5885	25,4601	24,8009	25,4494	25,2126	25,1232	24,682	25,3613	4	4	4	97	97	97	49222	49801	10091	2793900000	122	P55010	P55010	Eukaryotic translation initiation factor 5	EIF5
22,6053	22,1257	22,749	22,76	23,2218	23,198	22,2651	22,3767	22,4149	22,7225	20,6185	22,2364	23,0537	22,1924	21,4462	22,5801	22,1841	22,2175	22,1756	21,9824	22,53	22,1593	23,0498	21,9242	23,0059	22,5031	25,1024	21,6717	22,0245	22,8958	21,5043	22,5591	23,1298	23,1705	22,2518	22,2857	21,591	23,6955	21,1582	23,6823	22,4645	22,559	21,4094	23,219	22,8314	3	3	3	53	53	53	12968	40241	50574	74562000	6	P55011-3;P55011	P55011-3;P55011	Solute carrier family 12 member 2	SLC12A2
25,0527	25,0448	24,8501	22,1746	25,2277	24,9792	22,7506	24,5165	22,1827	24,5829	24,7325	24,6399	24,9903	21,1557	24,8536	22,2112	21,6798	24,6602	22,7629	22,2991	22,894	24,8362	25,1035	25,0998	23,4276	24,9538	22,6454	25,1295	23,0871	25,2	24,9583	25,0744	22,5508	24,6402	25,0328	25,0924	25,3789	25,6012	25,3489	23,99	24,2394	24,98	24,6014	25,041	21,9497	6	6	6	241	241	241	40736	57837	16076	1565600000	129	P55036;P55036-2	P55036;P55036-2	26S proteasome non-ATPase regulatory subunit 4	PSMD4
22,6473	22,3748	23,687	23,9347	23,2911	22,0013	22,8969	22,9293	22,1949	21,4643	22,2311	22,4283	23,7727	21,4645	22,0198	23,0631	22,9859	21,1884	22,44	22,5173	22,0009	21,8604	20,756	23,2301	20,5441	22,3262	22,53	23,7536	22,9119	22,7848	22,7409	21,5666	21,6986	20,928	21,7999	23,8227	21,9973	21,9705	22,7886	23,4862	23,0677	21,796	23,5581	23,8395	21,7007	7	6	6	239	22	22	40746	46318	81168	489680000	13	P55039	P55039	Developmentally-regulated GTP-binding protein 2	DRG2
26,9082	27,3464	27,1684	27,2787	27,1059	27,0151	27,1828	27,2325	27,2607	27,185	27,1391	26,979	27,3078	27,0786	27,0813	27,2449	27,056	26,9346	27,2283	27,1569	27,2748	27,1103	26,939	27,1582	27,1386	27,2278	27,5207	27,2629	27,354	27,2235	27,3602	27,4041	27,3493	26,9981	27,1807	27,3388	27,5065	27,3293	27,4371	27,5534	27,1377	27,1548	27,0574	27,2551	27,4256	16	16	16	195	195	195	10778	0	11564	10378000000	426	P55060-3;P55060;P55060-4;P55060-2	P55060-3;P55060;P55060-4	Exportin-2	CSE1L
30,5217	30,3382	30,4604	30,5163	30,4158	30,3565	30,5333	30,4385	30,4091	30,3579	30,4776	30,4728	30,4157	30,6041	30,5177	30,5643	30,4699	30,3176	30,4541	30,7083	30,4087	30,4329	30,567	30,4773	30,4927	30,4259	30,4393	30,5081	30,4293	30,3677	30,3885	30,3101	30,267	30,5215	30,407	30,4651	30,4055	30,2014	30,2655	30,3895	30,4655	30,5201	30,5893	30,6541	30,4799	46	46	46	68	68	68	89321	0	32331	1,0359E+15	2155	P55072	P55072	Transitional endoplasmic reticulum ATPase	VCP
28,6702	28,9829	28,6962	28,8731	28,7653	28,8625	28,5103	28,7715	28,8127	28,8596	28,8369	28,4369	28,8227	28,8904	28,854	28,9004	28,7341	28,8763	28,8272	28,622	28,9388	28,6985	28,6254	28,877	28,8734	28,912	29,0086	29,1303	29,0697	28,8939	28,9279	29,1231	29,14	28,6714	29,0208	28,9311	29,1376	28,7172	28,9289	28,8385	28,6435	28,6071	28,7213	28,7784	28,8354	14	14	14	381	381	381	48879	0	11424	31840000000	582	P55084-2;P55084	P55084-2;P55084	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	HADHB
28,1604	27,5144	27,7003	27,9457	28,0207	28,0438	27,9726	28,0456	27,8502	27,9739	27,7862	28,4513	28,0235	27,869	27,979	27,7303	27,819	28,0866	27,8974	27,9009	27,6752	27,9801	28,089	27,7316	27,8437	27,6893	27,4998	27,8265	27,8178	27,7648	28,0029	27,928	27,4321	28,0115	28,0096	28,0638	27,3387	27,4815	27,1017	25,8998	28,1705	28,3602	28,0097	27,444	27,5358	9	9	2	402	402	139	42761	0	274	18520000000	451	P55209-2;P55209	P55209-2;P55209	Nucleosome assembly protein 1-like 1	NAP1L1
21,5203	22,2755	22,9899	23,1414	21,8139	22,1379	22,4297	21,4754	22,7844	23,0202	21,6002	21,9145	23,0149	22,2476	23,0804	21,8724	22,4811	21,4976	21,158	21,8674	22,0479	22,8663	23,0719	22,4242	21,7958	22,239	22,7393	22,6546	21,9328	21,7539	21,9087	22,4841	22,8686	22,7907	21,6763	21,0005	22,3966	22,2846	23,3051	25,3117	22,6859	22,945	22,0794	22,3131	22,0382	9	2	2	344	43	43	37344	45558	77568	158520000	25	P55209-3	P55209-3	Nucleosome assembly protein 1-like 1	NAP1L1
23,2737	21,9086	22,7239	22,6392	22,9938	21,7632	21,0484	22,7051	22,3612	22,3705	23,0853	21,0342	22,2311	21,8649	22,9535	22,4674	21,936	21,9446	22,5577	22,0393	21,4506	22,3021	22,1037	21,6904	21,3791	21,8888	22,9264	22,012	23,9645	22,5863	22,905	22,6043	22,1371	22,8887	21,7589	22,187	21,4506	21,7957	21,3431	24,2014	21,9371	22,3911	22,193	21,9985	23,527	3	3	3	169	169	169	31614	10523	30846	8135500	4	P55210-4;P55210;P55210-3	P55210-4;P55210;P55210-3	Caspase-7;Caspase-7 subunit p20;Caspase-7 subunit p11	CASP7
22,9025	23,2468	23,1381	22,3069	21,6363	21,4466	22,5751	21,6551	22,0475	22,4325	22,723	21,4087	24,0993	21,8862	21,5144	22,4824	22,1318	22,3077	22,8792	21,7376	23,3209	23,2496	22,6991	21,344	22,6574	22,682	23,3548	22,2275	21,1151	22,7211	23,66	21,1502	21,8169	22,6604	22,1527	22,0966	22,6338	22,9955	23,3476	24,5746	22,7259	21,8026	22,6517	21,2454	21,0069	2	2	2	152	152	152	22574	99183	14923	79224000	12	P55212-2;P55212	P55212-2;P55212	Caspase-6;Caspase-6 subunit p18;Caspase-6 subunit p11	CASP6
22,9321	23,064	22,2536	22,5259	22,3103	22,1388	21,8823	21,0212	22,487	22,3879	24,4644	22,4225	21,9636	21,8016	22,0567	21,7132	25,5349	22,1746	22,8208	25,6971	22,556	25,2645	23,477	24,9653	22,6484	20,5706	21,8652	22,3022	22,9161	21,7534	22,0138	23,0361	22,9211	22,4009	22,109	25,0002	22,6204	22,7253	22,4457	24,8374	22,4033	21,2509	21,6553	20,8828	22,2908	6	6	6	27	27	27	38703	4948	98553	1673000000	43	P55263-2;P55263;P55263-3;P55263-4	P55263-2;P55263;P55263-3;P55263-4	Adenosine kinase	ADK
26,6175	26,6078	26,3492	26,664	26,3648	26,7226	26,3214	26,6427	26,6126	26,4611	26,5163	26,6724	26,6791	26,4275	26,3219	26,4748	26,2628	26,6348	26,36	26,3875	26,2922	26,3508	26,601	26,3754	26,365	26,5058	26,6991	26,5872	26,2894	26,4265	26,4321	26,6611	26,6388	26,4045	26,5009	26,1378	26,1872	26,207	26,3043	24,4935	26,6388	26,4486	26,5371	26,6046	26,5158	27	27	27	22	22	22	19598	0	15914	6622800000	426	P55268	P55268	Laminin subunit beta-2	LAMB2
21,6785	22,6898	23,9193	23,0229	22,1746	22,2397	22,9045	22,2761	22,0426	22,7444	22,8307	23,0699	23,2117	21,9907	23,4573	22,7041	21,5628	22,5242	22,495	21,442	21,3545	22,2802	24,5806	22,473	22,0918	22,9436	22,5849	22,7195	21,3932	21,7366	21,9883	21,3444	22,0543	24,4871	23,3373	20,7258	21,8956	22,4145	22,0139	24,0682	22,8469	22,0467	21,7167	21,4486	20,2853	3	3	3	69	69	69	87964	0	20264	1652800000	56	P55287;P55287-2	P55287	Cadherin-11	CDH11
