LFQ intensity 1	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 2	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	LFQ intensity 25	LFQ intensity 26	LFQ intensity 27	LFQ intensity 28	LFQ intensity 29	LFQ intensity 3	LFQ intensity 30	LFQ intensity 31	LFQ intensity 32	LFQ intensity 33	LFQ intensity 34	LFQ intensity 35	LFQ intensity 36	LFQ intensity 37	LFQ intensity 38	LFQ intensity 39	LFQ intensity 4	LFQ intensity 40	LFQ intensity 41	LFQ intensity 42	LFQ intensity 43	LFQ intensity 44	LFQ intensity 45	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	N: N: Peptides	N: N: Unique peptides	N: N: Sequence coverage [%]	N: N: Unique sequence coverage [%]	N: N: Mol. weight [kDa]	N: N: Score	N: N: Intensity	N: N: MS/MS count	T: T: Protein IDs	T: T: Majority protein IDs	T: T: Protein names	T: T: Gene names	T: T: id
21,2671	21,8755	21,9241	22,9719	22,3422	22,5598	21,5203	22,6811	22,0357	22,0963	21,9224	20,6227	22,1868	21,3275	21,9807	22,2575	21,6536	23,3907	22,5001	22,3757	21,3877	22,5912	23,1653	21,6335	21,4335	22,5033	22,9834	22,6732	22,5955	22,277	22,195	21,2649	21,8308	22,6212	22,9488	22,6532	21,7081	21,9559	22,0114	23,1407	21,767	22,5623	22,7932	22,8537	22,2939	6	6	94	94	11034	12391	198210000	44	Q16513-2;Q16513;Q16513-5;Q16513-4;Q16513-3	Q16513-2;Q16513;Q16513-5;Q16513-4;Q16513-3	Serine/threonine-protein kinase N2	PKN2	1896
26,9987	26,3158	27,6656	27,1541	27,5077	25,7716	26,4608	27,2704	27,3473	26,5297	27,797	25,1641	27,4328	26,2634	26,0367	27,3874	27,3477	28,6364	27,8475	27,724	28,2097	27,8106	27,3825	28,3828	27,9958	29,0627	29,2996	28,2364	27,7104	28,239	28,9138	29,2522	28,5307	22,9147	28,8236	28,7738	27,5831	29,4642	28,6126	29,2283	25,3682	26,9867	27,325	26,8248	22,4977	9	9	585	585	20954	23338	24147000000	303	Q16527	Q16527	Cysteine and glycine-rich protein 2	CSRP2	1897
25,6325	25,956	26,5045	25,7322	25,8631	26,3244	25,7782	26,249	26,1264	25,7509	26,5109	23,5177	26,7159	25,5383	26,7944	27,0782	26,6305	27,6711	27,0223	27,201	27,3712	27,3388	25,7833	27,3668	27,0572	28,0468	27,9445	27,7369	27,8168	27,1822	28,1274	28,0305	27,1883	25,6046	27,6628	27,5582	26,3372	27,2488	26,6277	27,2696	25,81	25,4782	25,6129	25,9504	26,0212	43	43	426	426	12697	32331	54265000000	1806	Q16531;Q16531-2	Q16531	DNA damage-binding protein 1	DDB1	1898
20,5856	21,7294	21,7709	26,5488	26,3916	26,0833	26,4309	26,5546	26,808	25,6154	26,8459	20,5914	26,8163	25,9293	26,3364	27,835	27,5534	27,1937	26,8882	26,7982	26,717	26,5761	22,0846	22,2423	27,3551	27,5172	27,1542	27,8059	27,4733	27,7439	28,0537	27,5414	27,6461	27,0959	27,9961	27,7013	26,6178	26,9348	27,1672	27,3883	22,4234	25,8902	26,2293	26,2662	26,3275	6	6	228	228	44468	50532	7927800000	147	Q16543	Q16543	Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed	CDC37	1901
25,611	28,0645	28,4497	28,328	28,5045	27,4399	27,8567	28,8494	28,6635	28,2752	28,6704	24,0623	28,7773	29,3638	28,9502	29,7859	29,8403	29,6043	28,7382	28,8258	29,0388	29,3187	27,9719	28,902	29,6322	29,9064	30,1167	29,9396	29,751	30,1005	30,5909	30,1086	30,0466	28,148	30,8469	29,9654	29,4036	29,2481	29,8846	30,4176	26,9631	28,1869	28,0635	27,9865	28,0138	24	19	612	50	62293	32331	72551000000	1185	Q16555;Q16555-2	Q16555;Q16555-2	Dihydropyrimidinase-related protein 2	DPYSL2	1902
21,1514	22,0199	22,8184	22,1209	22,4096	22,5909	22,5399	22,5764	22,5637	22,0694	21,6558	20,6447	22,2603	20,3411	21,9044	22,7469	22,2931	23,2843	22,5577	21,3208	21,5945	23,1566	22,1243	22,7007	22,095	22,5342	22,047	22,0153	22,7022	21,7438	24,4446	22,7802	23,9346	22,4414	23,3042	21,9129	23,4089	21,9754	21,5089	21,5543	21,3946	21,5694	21,9169	22,4506	21,8141	2	2	149	149	26411	35572	150360000	12	Q16563-2;Q16563	Q16563-2;Q16563	Synaptophysin-like protein 1	SYPL1	1903
21,7813	21,7574	21,746	22,1909	22,3673	21,2184	22,1518	21,9664	24,0115	22,2275	23,4768	21,0271	22,7662	21,1552	22,1512	24,8931	24,2754	25,4739	25,1419	24,4419	25,2482	25,0546	21,5773	25,3996	25,0321	25,9859	25,9671	25,3515	25,663	25,0918	25,5301	25,3809	24,8318	21,5216	25,4001	25,4573	21,7305	25,2025	24,7326	25,0915	22,0811	22,6092	22,3774	22,229	21,9103	9	5	282	198	4782	13349	1890400000	73	Q16576;Q16576-2	Q16576;Q16576-2	Histone-binding protein RBBP7	RBBP7	1904
21,86	21,7803	21,441	22,6182	22,1896	24,847	21,4826	21,768	21,6343	24,5766	20,8762	20,6108	25,4064	20,9278	21,8699	22,0761	23,338	22,1586	22,038	22,2849	22,646	22,2202	21,4935	21,6462	22,6328	22,5185	24,7525	24,9773	24,9152	22,7534	25,0401	24,8439	24,3191	21,1671	25,0437	24,8009	24,1334	24,6296	22,5503	24,7555	21,6732	23,0173	21,7831	21,7262	21,7327	8	8	368	368	34776	14684	1214500000	86	Q16585;Q16585-2	Q16585;Q16585-2	Beta-sarcoglycan	SGCB	1905
26,664	22,4805	26,5032	26,3946	26,363	26,756	26,3912	26,4538	26,0736	25,5689	26,4886	24,6932	26,9717	22,4227	23,2311	26,5656	26,8153	26,9297	25,4834	25,2795	25,5169	25,5543	26,2158	26,2612	26,0641	26,5965	26,6827	26,5485	26,5816	26,3671	27,2506	27,1894	26,8765	26,328	27,1831	26,68	25,8252	26,6288	26,3913	26,7909	27,0746	26,2622	26,3692	21,5535	26,6404	8	7	332	332	26012	18572	7086400000	162	Q16629-4;Q16629;Q16629-3;Q16629-2	Q16629-4;Q16629;Q16629-3;Q16629-2	Serine/arginine-rich splicing factor 7	SRSF7	1907
22,1925	25,3913	25,5062	25,0927	25,3247	25,2399	24,5312	24,9436	24,8707	24,024	25,4595	20,9749	25,1659	21,2038	23,8755	25,6197	24,5799	26,4897	22,2166	24,7582	24,9714	24,5733	25,7823	25,4105	24,6992	25,9002	26,1131	25,6716	25,8278	24,9923	26,1267	25,8093	25,3708	25,2238	25,8896	26,1336	24,4827	25,7771	25,0136	25,6173	25,672	25,3463	25,2739	25,5032	25,3795	11	11	257	257	52325	17428	4092800000	244	Q16630-3;Q16630;Q16630-2	Q16630-3;Q16630;Q16630-2	Cleavage and polyadenylation specificity factor subunit 6	CPSF6	1908
26,8311	26,2252	26,3616	25,9267	26,2657	27,5356	27,0454	26,1402	26,3329	26,7811	26,2684	23,6744	27,8271	25,3743	25,6995	26,31	26,1055	26,478	25,3153	25,7317	25,9795	25,8746	25,8825	25,8025	25,6711	26,3606	26,2889	26,4794	26,1222	25,7812	26,6845	26,7171	26,1156	25,8437	26,5463	26,2261	25,2561	26,0741	25,9625	26,3495	27,2747	25,6526	26,0456	27,2744	27,3484	17	17	445	445	71428	32331	14263000000	564	Q16643;Q16643-3;Q16643-2	Q16643;Q16643-3;Q16643-2	Drebrin	DBN1	1909
21,3043	22,0067	21,3391	24,0449	22,3817	23,7712	24,4442	23,8077	23,332	23,4956	23,3947	20,6112	21,7887	24,7252	25,0542	25,1426	25,5578	24,7979	24,8368	24,4966	24,4738	25,2923	22,0421	22,4226	25,0954	25,0678	24,713	24,9285	24,7887	25,177	25,5479	24,6143	24,4912	24,1391	25,6874	24,2446	23,6471	23,5873	24,4004	25,4035	23,8301	23,7407	23,6651	21,7191	23,6939	15	15	378	378	57103	41948	2419500000	159	Q16647	Q16647	Prostacyclin synthase	PTGIS	1910
21,7758	21,04	22,8257	23,3593	22,4588	22,1287	21,6375	21,3011	21,8311	21,7874	21,1379	20,3778	22,0778	21,6966	21,5036	22,6903	22,4152	22,2105	21,7512	21,1042	22,103	22,2957	23,0646	22,0309	22,2326	23,8734	22,6644	22,8629	22,0441	20,8731	22,1293	21,466	20,9957	21,2395	23,062	23,1849	22,9666	21,482	21,5666	23,4049	22,7762	22,2108	22,7718	22,6415	22,4681	3	3	56	56	5354	45026	161670000	14	Q16656;Q16656-4;Q16656-3;Q16656-2	Q16656;Q16656-4;Q16656-3;Q16656-2	Nuclear respiratory factor 1	NRF1	1911
24,8242	26,2054	25,822	26,6584	26,917	25,4527	24,1201	26,7326	26,8908	26,6281	26,6557	23,391	26,6955	26,7193	26,5589	26,9623	27,5143	27,3399	26,314	26,6089	26,3786	26,6498	25,7279	26,0439	27,0501	26,4349	26,7793	28,3937	27,0406	27,3925	28,6703	28,6882	28,2923	26,4633	28,8988	28,1575	27,1515	27,8643	27,787	28,6269	25,6788	26,3157	26,6486	26,4123	26,1207	20	20	505	505	54529	24618	26443000000	461	Q16658	Q16658	Fascin	FSCN1	1912
25,2497	25,5833	27,4466	25,6246	26,0973	25,9501	26,362	26,8141	26,4841	25,956	26,9329	23,8804	26,6378	25,9969	26,718	27,7726	27,3073	29,2507	28,0496	27,9874	28,2828	28,0529	25,9138	28,8121	28,8523	29,2938	29,6162	28,322	28,8606	28,3731	28,7848	28,7139	28,0049	25,6305	28,3699	29,2476	27,9131	29,0998	27,9538	28,098	25,3434	25,7268	25,8274	25,4151	25,5007	26	26	437	437	75935	32331	35371000000	1039	Q16666-3;Q16666-2;Q16666;Q16666-6;Q6K0P9-6;Q6K0P9-5;Q6K0P9-4;Q6K0P9-3;Q6K0P9-2;Q6K0P9	Q16666-3;Q16666-2;Q16666;Q16666-6	Gamma-interferon-inducible protein 16	IFI16	1913
23,0787	23,2195	26,1566	23,0084	24,0992	24,1081	25,8766	21,4408	24,1273	22,6879	24,1077	19,996	23,8199	25,3968	25,9404	26,6895	26,8132	27,1706	26,5269	26,1352	26,4878	26,2705	23,0429	26,8352	26,5839	26,7459	27,1104	26,0383	27,58	26,4212	26,7996	25,9188	25,8141	22,0669	25,4223	25,9978	25,0975	26,6694	26,8899	25,2195	22,5183	24,091	23,776	24,7392	23,7697	16	16	308	308	60845	92065	5837400000	266	Q16678	Q16678	Cytochrome P450 1B1	CYP1B1	1914
24,4234	24,8513	25,0978	24,6191	24,8631	24,9785	23,7522	25,8158	25,7505	25,2783	26,1421	22,572	26,2541	23,9032	25,0365	25,7808	25,7604	26,3681	25,2519	25,1141	25,6065	25,4866	24,6004	25,9573	25,7967	26,5524	26,9163	27,9848	26,7317	26,2744	27,5449	27,5125	26,9297	24,4435	27,1083	26,672	25,4025	26,409	26,0709	26,7186	24,2804	24,2125	24,6696	24,8928	24,8731	12	12	469	469	34994	19652	8222500000	254	Q16698-2;Q16698	Q16698-2;Q16698	2,4-dienoyl-CoA reductase, mitochondrial	DECR1	1915
23,327	23,4047	24,1285	23,634	23,6239	23,8847	23,9136	23,8969	23,4042	23,3636	23,8797	20,5622	23,857	22,5735	23,1342	23,9538	24,2455	24,6784	24,1116	23,8318	23,8045	21,8555	23,4838	24,2797	23,6426	24,2109	24,6171	24,5741	24,3559	23,6407	24,91	24,563	24,1183	23,5367	24,5366	23,8612	22,3853	23,7957	23,6752	24,019	22,0243	23,2391	23,2838	23,7472	23,4239	17	17	186	186	13114	53737	1701100000	149	Q16706	Q16706	Alpha-mannosidase 2	MAN2A1	1916
34,2488	21,5077	27,8153	27,3394	28,7398	31,3488	30,8403	27,3706	27,1342	30,7973	27,324	24,2011	31,6426	27,7928	27,7347	27,8983	28,15	27,9462	27,7081	27,6203	27,8265	27,7069	26,7246	27,7455	27,8621	28,2528	28,4028	28,3752	27,8527	27,771	28,3674	28,2414	28,1215	27,5775	28,3976	27,8806	26,8873	27,7489	27,4266	25,533	34,5655	26,8071	27,0525	31,7566	30,9146	5	1	55	225	13988	12699	1,0641E+15	322	Q16777;Q6FI13	Q16777;Q6FI13	Histone H2A type 2-C;Histone H2A type 2-A	HIST2H2AC;HIST2H2AA3	1918
21,5483	22,2035	22,9225	23,6637	23,5158	23,1864	22,7223	23,6442	23,773	23,0578	23,4039	20,1926	23,7975	23,4618	23,1123	23,5986	23,4979	23,1026	22,4064	22,4713	22,7832	22,9383	22,8036	23,0878	23,7502	23,2584	23,5578	24,3943	23,2737	22,9487	23,8035	23,8292	23,8528	23,6572	24,9601	23,8334	23,6389	23,3305	24,1587	23,9047	22,9968	23,2391	23,7104	23,3856	23,4505	17	17	378	378	70698	42891	1505800000	122	Q16822;Q16822-3;Q16822-2;P35558-2;P35558	Q16822;Q16822-3	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	PCK2	1920
21,8544	22,1717	23,9229	21,7874	20,6597	22,0104	22,1504	21,4672	22,5053	21,901	21,4836	19,9765	21,6912	23,8458	23,7644	24,1358	24,4347	24,3235	23,2137	23,287	22,1716	23,4444	21,7102	21,5091	23,4908	23,2342	22,0949	22,2342	23,3909	22,4794	23,4076	23,3792	21,6751	22,8	22,7486	23,8046	22,8991	21,3016	23,8884	21,5288	20,9514	20,8584	22,0188	23,0069	21,5745	6	6	101	101	96735	17795	449220000	44	Q16832	Q16832	Discoidin domain-containing receptor 2	DDR2	1921
21,1227	21,4679	21,9812	21,9825	22,4299	20,948	21,5067	21,7272	21,5217	22,2179	22,6444	20,8106	22,3825	23,7516	23,1584	24,1229	23,8678	22,7258	20,9804	22,6175	22,09	23,649	22,4074	21,93	21,5431	22,7403	22,1853	23,3317	23,149	23,4015	23,3095	22,6549	23,2468	22,0953	21,6666	22,8661	23,1612	23,0418	23,6427	21,3406	21,7416	22,2154	21,8936	21,9573	22,6894	7	7	193	193	46312	21569	292600000	34	Q16850-2;Q16850	Q16850-2;Q16850	Lanosterol 14-alpha demethylase	CYP51A1	1923
21,528	21,714	23,9985	21,1317	22,6475	21,6798	22,4926	24,6269	24,8368	24,2932	24,4901	19,7243	21,3757	24,9804	25,0203	24,6681	26,0007	21,4414	24,839	24,7308	21,1803	25,0272	22,5223	24,6864	25,6837	25,5868	25,6084	26,2317	25,4541	25,749	26,5055	25,5571	26,1091	24,1131	27,2137	25,6263	24,6425	24,5075	25,6367	26,3381	22,1736	21,7078	21,4921	22,3783	21,3876	17	1	364	26	55676	46074	3594600000	129	Q16851-2	Q16851-2	UTP--glucose-1-phosphate uridylyltransferase	UGP2	1924
21,9602	21,4184	21,9599	23,8151	22,1151	21,541	21,9584	22,2742	21,3842	22,1859	21,9866	19,7333	22,6578	24,072	22,0308	21,4154	22,3717	22,2524	22,7078	22,6258	22,6181	22,2727	22,362	22,4011	25,1732	22,0021	24,9946	25,1078	24,4911	24,344	25,378	24,9137	25,0131	22,2351	26,1293	25,263	24,591	24,7624	25,5334	25,5012	22,6626	22,385	22,0092	21,7964	21,7715	17	17	464	464	59786	55645	1758700000	81	Q16881-2;Q16881-5;Q16881-4;Q16881-3;Q16881-6;Q16881;Q16881-7;Q9NNW7-2;Q9NNW7	Q16881-2;Q16881-5;Q16881-4;Q16881-3;Q16881-6;Q16881;Q16881-7	Thioredoxin reductase 1, cytoplasmic	TXNRD1	1925
25,8854	25,1416	24,8425	24,1071	25,0858	25,8587	25,4818	24,8182	24,8542	25,9753	24,5728	22,1565	26,9709	24,0991	25,0569	25,6833	24,957	24,7344	24,9917	25,1166	24,6972	25,1034	24,4886	24,1468	24,4289	24,7599	25,4466	26,1937	25,6705	25,1776	25,6261	25,5845	24,792	25,1106	23,603	24,4153	21,7969	23,9929	24,2531	22,33	26,066	24,9107	24,7673	25,3717	25,444	20	20	353	353	82624	69602	5044700000	227	Q16891-2;Q16891;Q16891-4;Q16891-3	Q16891-2;Q16891;Q16891-4;Q16891-3	MICOS complex subunit MIC60	IMMT	1926
26,962	25,3544	26,8663	25,6621	25,4674	26,6517	26,6483	26,2807	26,2163	26,4749	26,646	23,2204	27,2724	25,1329	26,6649	27,6233	26,9515	27,7309	26,9796	27,1753	27,3045	27,1799	25,5991	27,3945	27,2918	28,2775	28,3041	27,7334	28,0355	27,5175	28,0145	27,722	27,1937	25,2073	27,5487	27,8058	26,4258	27,3634	26,7987	26,9103	27,1233	24,9211	25,6006	26,6596	26,8383	29	29	439	439	85104	32331	37138000000	1068	Q1KMD3	Q1KMD3	Heterogeneous nuclear ribonucleoprotein U-like protein 2	HNRNPUL2	1927
22,1805	23,0198	21,7196	21,7488	20,7498	22,0067	22,4422	23,1618	23,0499	22,4423	22,3902	19,606	22,8212	22,0251	22,7659	23,0233	23,557	22,3022	21,8296	22,8027	22,6826	22,7635	21,8717	23,2385	23,0482	22,4341	22,7761	22,8536	21,1752	23,5249	22,6359	23,0478	23,5443	21,8411	22,5257	23,6782	23,0016	22,7394	23,6234	23,9364	22,7938	23,2778	22,0443	22,9542	22,6808	13	13	175	175	13562	76575	580660000	65	Q27J81;Q27J81-2;Q27J81-3	Q27J81;Q27J81-2	Inverted formin-2	INF2	1928
22,0059	22,3496	23,6709	21,8302	22,4242	22,7129	23,6532	22,9863	22,8416	21,7944	22,787	20,8678	22,5281	21,4665	23,5816	24,2081	24,2438	24,9021	24,6613	24,7233	24,5707	24,8931	22,1504	25,0551	24,7336	25,6948	25,4029	24,4884	24,8822	24,4823	25,2689	25,1522	24,2972	22,1292	24,3817	25,4327	23,6784	24,5342	23,5375	23,4854	21,7533	22,254	23,1187	22,9994	22,6068	26	22	269	25	15083	10705	2776800000	201	Q29RF7;Q29RF7-3	Q29RF7;Q29RF7-3	Sister chromatid cohesion protein PDS5 homolog A	PDS5A	1929
21,73	21,0053	24,5154	24,2356	24,2595	23,1705	24,0423	24,395	24,0533	20,9268	24,2133	20,3757	24,6788	21,156	23,4515	23,8395	24,343	21,6259	22,9208	22,7999	23,6134	23,5568	21,921	21,8203	21,4208	22,87	22,6018	22,2624	22,6242	22,7546	23,0303	22,9814	22,1953	22,276	22,6947	22,0709	21,7896	22,0236	22,8439	23,1693	22,0897	20,9867	22,4996	22,2114	21,3978	4	4	68	68	93577	12399	675630000	61	Q2M2I8-2;Q2M2I8	Q2M2I8-2;Q2M2I8	AP2-associated protein kinase 1	AAK1	1930
21,2459	22,3789	21,5465	22,3859	22,5349	22,4514	21,6469	21,856	22,3849	22,6448	22,3438	21,5642	21,5743	24,4423	21,6933	22,5349	22,6191	23,0901	21,9045	22,8434	22,6812	22,889	24,2681	21,8526	20,3672	21,9573	22,3561	21,6097	22,5317	22,5972	23,3784	21,1475	22,4196	22,7981	22,3958	22,8025	21,3995	21,7803	21,8503	24,5637	24,6029	22,0689	21,9091	21,9196	21,3591	6	6	6	6	1364	10375	407320000	29	Q2M389;Q2M389-2	Q2M389;Q2M389-2	WASH complex subunit 7	KIAA1033	1931
21,563	22,1648	22,7958	22,3207	23,0256	22,0493	21,9624	20,9531	22,157	22,1058	22,4043	20,5031	21,5963	20,7727	23,2225	22,6671	23,1646	22,399	22,4744	22,9846	22,8751	22,2827	22,5402	22,2084	23,0557	22,1346	23,3452	23,7056	23,2329	22,3535	23,0737	22,6769	21,8659	21,5734	23,3508	23,3006	22,1157	22,5604	21,4995	21,949	22,2005	22,2331	21,5212	22,5594	22,352	3	3	47	47	91809	80747	216240000	23	Q2NL82	Q2NL82	Pre-rRNA-processing protein TSR1 homolog	TSR1	1932
22,4089	22,1701	21,7464	22,1614	22,1419	22,4469	22,3589	22,2626	21,26	21,4435	20,9171	19,2651	20,4946	21,6679	21,7605	23,1658	22,0544	23,3198	23,1556	22,6385	22,8099	22,8417	22,1762	22,3869	22,1892	22,0028	21,7214	22,7878	22,7736	22,7347	23,0948	21,742	21,2375	21,9991	24,2597	23,2039	22,5024	22,0963	23,1745	23,1753	23,0174	23,129	22,4671	21,9936	22,588	4	4	262	262	27598	44152	443890000	43	Q2TAA2;Q2TAA2-2	Q2TAA2;Q2TAA2-2	Isoamyl acetate-hydrolyzing esterase 1 homolog	IAH1	1934
25,2249	23,2924	24,6995	21,3436	23,7286	25,2866	25,4388	23,8831	24,0233	24,5059	23,2559	21,1645	25,553	23,3865	24,9528	25,5584	24,0486	25,6137	25,5084	25,3142	25,3805	25,6813	23,6247	25,4618	24,7472	26,337	26,1127	25,5057	25,7308	25,0596	26,0034	25,8716	25,1902	22,4663	24,9182	25,7607	24,0319	25,3785	24,2172	24,8511	25,1115	22,6412	22,7998	25,1961	24,8154	14	14	363	363	57543	1158	4782900000	336	Q2TAY7;Q2TAY7-2	Q2TAY7;Q2TAY7-2	WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed	SMU1	1936
27,7464	28,6078	28,0083	28,7826	28,7965	28,806	28,1329	28,3694	28,3118	28,1723	28,6336	26,1072	29,1669	27,8724	27,683	28,396	28,3094	28,061	26,9554	27,4405	27,5422	28,0051	28,2901	27,6144	27,4985	27,6964	28,2806	28,9988	28,0873	28,7302	29,4046	29,1215	28,5104	28,765	28,9409	28,3647	27,4742	27,1229	28,3085	28,2716	28,3308	28,396	28,6498	28,6052	28,9253	17	17	363	363	83393	17967	21948000000	346	Q32P28;Q32P28-4;Q32P28-3;Q32P28-2	Q32P28;Q32P28-4;Q32P28-3	Prolyl 3-hydroxylase 1	LEPRE1	1939
23,252	23,6022	23,091	22,7505	23,4134	23,5561	23,2565	23,063	23,1122	23,2213	23,3553	20,1685	23,7882	21,8928	22,4886	23,7152	22,2422	23,9256	23,5358	23,3251	22,3561	23,5893	21,6289	23,4914	21,7715	22,6614	23,8947	24,0719	23,9148	22,7409	24,0262	23,8225	23,3704	23,6617	24,2319	23,849	21,44	21,9055	23,1088	23,3988	22,2595	23,4819	23,0965	21,6185	22,5102	11	11	189	189	95196	43514	968320000	91	Q32P44;Q32P44-2	Q32P44;Q32P44-2	Echinoderm microtubule-associated protein-like 3	EML3	1940
21,5837	22,8586	22,0802	21,8886	22,1301	22,0875	21,2875	21,5304	21,9931	21,4168	21,8174	20,0164	23,0285	23,9601	21,9034	22,5989	22,2658	21,62	22,5629	21,9058	21,4567	22,0542	22,0773	22,1843	21,9754	23,2909	22,7418	24,0556	22,2886	22,6428	22,6941	22,3984	23,348	22,6103	24,3574	23,1031	21,9296	22,4394	21,7917	22,5397	22,181	22,5276	22,4432	21,915	22,1742	2	2	52	52	46788	54288	133770000	6	Q3I5F7;Q86TX2;P49753	Q3I5F7;Q86TX2;P49753	Putative acyl-coenzyme A thioesterase 6;Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial	ACOT6;ACOT1;ACOT2	1941
20,31	22,0003	22,6682	23,8886	23,7694	23,0027	22,2445	23,8994	23,2415	23,6921	23,34	20,7554	23,4991	23,3639	22,7409	22,5522	23,9411	21,6109	21,9302	22,7094	21,6905	22,6544	22,111	22,4229	23,1967	22,123	23,8195	25,2922	23,2395	24,1257	25,4334	24,57	24,9302	23,532	25,9522	24,7105	24,3949	23,4156	25,458	24,5561	23,0577	22,2486	22,8966	24,0014	23,6757	21	18	269	244	10174	93425	2612400000	193	Q3SY69;Q3SY69-3;Q3SY69-2	Q3SY69	Mitochondrial 10-formyltetrahydrofolate dehydrogenase	ALDH1L2	1944
21,9271	22,2594	22,4945	21,6283	22,1358	22,0975	22,0044	22,6209	22,4154	22,4969	26,9068	20,258	22,5032	21,3331	22,4077	27,4302	27,5347	27,5945	22,0941	21,6606	26,8247	22,857	22,084	23,0736	27,386	28,3833	29,052	29,5156	27,0631	28,5744	29,2832	28,6894	28,8258	21,0359	29,2104	28,5642	27,4301	26,9648	27,7244	28,7091	22,2114	22,5764	21,4858	22,972	21,6773	11	3	286	115	49775	38376	9259800000	101	Q3ZCM7	Q3ZCM7	Tubulin beta-8 chain	TUBB8	1946
21,1995	22,023	24,6034	21,7193	22,5883	21,4645	23,0099	22,2433	22,2308	21,687	23,1338	19,9826	22,0907	22,7907	23,4237	25,6418	23,5808	24,2656	23,3526	22,5247	21,5016	22,9089	21,0759	24,8671	22,3534	23,4643	24,6414	23,5943	24,1594	23,5602	23,9295	22,1978	22,6475	23,1141	21,9718	24,6099	23,7421	25,0122	22,7329	22,7405	20,8916	22,1055	22,5799	21,9493	22,9389	25	25	191	191	19375	66782	1779700000	163	Q460N5-1;Q460N5;Q460N5-4;Q460N5-3;Q460N5-5	Q460N5-1;Q460N5;Q460N5-4;Q460N5-3	Poly [ADP-ribose] polymerase 14	PARP14	1947
21,6815	22,1245	22,2846	21,4796	22,0378	21,5693	21,5413	21,9677	22,8786	21,7508	22,5825	21,1825	22,4234	21,1329	22,8316	23,2386	23,2337	24,5885	23,556	23,35	23,8194	23,9786	22,039	23,7685	23,895	25,1402	25,3145	24,3613	24,7438	24,4162	24,5923	24,8744	24,0609	22,0536	24,2484	24,4507	23,2069	24,0128	23,6591	23,5774	21,2391	22,2709	22,766	21,8106	21,883	11	11	297	297	58627	63899	1566500000	126	Q49A26-2;Q49A26;Q49A26-5;Q49A26-4;Q49A26-3	Q49A26-2;Q49A26;Q49A26-5;Q49A26-4;Q49A26-3	Putative oxidoreductase GLYR1	GLYR1	1948
21,6926	21,9062	21,6325	22,7934	22,4789	22,8538	21,4616	22,2395	22,5524	22,0284	22,6411	20,5145	23,2905	21,8864	22,3486	23,3916	23,0452	23,3221	21,9226	22,2194	21,6099	22,5274	21,7523	22,4035	22,9133	23,0464	21,8635	22,4182	22,4613	22,9811	24,1576	21,534	22,942	23,2571	23,1936	21,6101	22,6868	22,8901	21,6252	22,7861	22,0184	22,6924	22,2845	21,4756	22,3313	4	3	128	107	39154	22791	287760000	16	Q4G0F5	Q4G0F5	Vacuolar protein sorting-associated protein 26B	VPS26B	1949
22,2786	21,6103	22,5065	21,8202	22,1933	21,9172	22,1958	21,6019	22,8794	22,2849	21,9386	19,8988	21,3453	22,0819	22,3105	22,2611	23,1182	24,8774	21,8914	22,2194	20,8184	22,4168	22,4559	22,1659	21,8879	24,8988	25,1151	21,7927	24,263	22,5974	24,8953	24,5869	22,0827	21,8193	24,9025	24,3981	24,2142	24,8634	24,2439	24,6082	21,66	22,6732	21,5838	21,8439	22,19	8	8	16	16	67653	42278	717950000	37	Q4G0J3-3;Q4G0J3;Q4G0J3-2	Q4G0J3-3;Q4G0J3;Q4G0J3-2	La-related protein 7	LARP7	1950
21,835	22,4231	22,0273	21,6534	22,6619	22,149	21,0631	22,0535	22,57	22,0079	21,724	21,0655	22,348	23,6098	24,1057	21,4013	22,7275	25,8455	25,183	24,54	21,6777	21,8394	22,7392	25,3476	21,1563	24,9416	25,2069	22,5523	23,0211	21,1172	22,8393	22,127	22,8619	22,251	22,8463	22,9211	22,1262	22,5229	24,9706	21,6866	22,1967	21,8621	22,0849	21,7192	21,857	10	10	122	122	10223	20573	786280000	36	Q4L180-3;Q4L180-7;Q4L180-2;Q4L180;Q4L180-5;Q4L180-6	Q4L180-3;Q4L180-7;Q4L180-2;Q4L180;Q4L180-5;Q4L180-6	Filamin A-interacting protein 1-like	FILIP1L	1953
